Validation URL,Category,Target,Status,Redirect URL,Target Window,Details,Timestamp
https://www.nationwide.com/personal/insurance/all-personal/,Banner Quote,Condo insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""CondoQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""unknown"";""dropdownType"":""banner""}",2026-07-02T00:17:42.983Z
https://www.nationwide.com/personal/insurance/all-personal/,Banner Quote,Motorcycle insurance,PASS,https://getaquote.nationwide.com/prospect-page?products=powersports&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""MotorcycleQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/prospect-page?products=powersports&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/prospect-page?products=powersports&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""unknown"";""dropdownType"":""banner""}",2026-07-02T00:18:23.494Z
https://www.nationwide.com/personal/insurance/all-personal/,Banner Quote,Pet insurance,PASS,https://qec3.petinsurance.com/quote1?_gl=1*1bktgz1*_gcl_au*MjA0Mzk4Mjk5OC4xNzgyOTUxMjM1*_ga*MTQyMTgzNDkwMy4xNzgyOTUxMjM1*_ga_GLJSQEPWL4*czE3ODI5NTEyMzQkbzEkZzEkdDE3ODI5NTE1MDQkajQ0JGwwJGgw,same-window,"{""optionValue"":""PetQuoteForm"";""requiresZip"":false;""zipCode"":null;""outcome"":""same-tab"";""finalUrl"":""https://qec3.petinsurance.com/quote1?_gl=1*1bktgz1*_gcl_au*MjA0Mzk4Mjk5OC4xNzgyOTUxMjM1*_ga*MTQyMTgzNDkwMy4xNzgyOTUxMjM1*_ga_GLJSQEPWL4*czE3ODI5NTEyMzQkbzEkZzEkdDE3ODI5NTE1MDQkajQ0JGwwJGgw"";""redirectUrl"":""https://qec3.petinsurance.com/quote1?_gl=1*1bktgz1*_gcl_au*MjA0Mzk4Mjk5OC4xNzgyOTUxMjM1*_ga*MTQyMTgzNDkwMy4xNzgyOTUxMjM1*_ga_GLJSQEPWL4*czE3ODI5NTEyMzQkbzEkZzEkdDE3ODI5NTE1MDQkajQ0JGwwJGgw"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""unknown"";""dropdownType"":""banner""}",2026-07-02T00:19:11.219Z
https://www.nationwide.com/personal/insurance/all-personal/,Banner Quote,Auto & home bundle,PASS,"https://getaquote.nationwide.com/quote/you/choose-products?products=auto,homeowners&state=OH&zipCode=43215&utm_source=direct",same-window,"{""optionValue"":""AutoAndHomeQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto;homeowners&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto;homeowners&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""unknown"";""dropdownType"":""banner""}",2026-07-02T00:19:51.505Z
https://www.nationwide.com/personal/insurance/property/,Banner Check,banner-level2-component-link-content,PASS,,,"{""present"":true;""status"":""present""}",2026-07-02T00:20:22.208Z
https://www.nationwide.com/personal/insurance/property/,Banner Quote,Homeowners insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""HomeownersQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""input[type=\""submit\""]"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":true;""message"":""Enter your 5 or 9 digit ZIP Code"";""errorType"":""missing-zip""}]}",2026-07-02T00:21:05.798Z
https://www.nationwide.com/personal/insurance/property/,Banner Quote,Condo insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""CondoQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""{\""role\"":\""button\"";\""options\"":{\""name\"":\""Start your quote\""}}"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":false;""message"":""No error message; no navigation; and no popup occurred""}]}",2026-07-02T00:22:13.597Z
https://www.nationwide.com/personal/insurance/property/,Banner Quote,Renters insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct,same-window,"{""optionValue"":""RentersQuoteForm"";""requiresZip"":true;""zipCode"":""54213"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""{\""role\"":\""button\"";\""options\"":{\""name\"":\""Start your quote\""}}"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":false;""message"":""No error message; no navigation; and no popup occurred""}]}",2026-07-02T00:23:21.036Z
https://www.nationwide.com/personal/insurance/vehicle/,Banner Check,banner-level2-component-link-content,PASS,,,"{""present"":true;""status"":""present""}",2026-07-02T00:23:51.507Z
https://www.nationwide.com/personal/insurance/vehicle/,Banner Quote,Auto insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=auto&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""AutoQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""input[type=\""submit\""]"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":true;""message"":""Enter your 5 or 9 digit ZIP Code"";""errorType"":""missing-zip""}]}",2026-07-02T00:24:34.100Z
https://www.nationwide.com/personal/insurance/vehicle/,Banner Quote,Classic car insurance,PASS,https://www.hagerty.com/apps/manifold/Direct%20Quote/Location/Location/PostalCode?aff=explink&ipds=999930123&_gl=1*1gkwtqk*_gcl_au*MzkyNDA4MzkxLjE3ODI5NTE4MDU.*_ga*NTk5MTAwMzcwLjE3ODI5NTE4MDU.*_ga_GLJSQEPWL4*czE3ODI5NTE4MDUkbzEkZzEkdDE3ODI5NTE4NzUkajYwJGwwJGgw,new-window,"{""optionValue"":""ClassicCarQuoteForm"";""requiresZip"":false;""zipCode"":null;""outcome"":""popup"";""finalUrl"":""https://www.hagerty.com/apps/manifold/Direct%20Quote/Location/Location/PostalCode?aff=explink&ipds=999930123&_gl=1*1gkwtqk*_gcl_au*MzkyNDA4MzkxLjE3ODI5NTE4MDU.*_ga*NTk5MTAwMzcwLjE3ODI5NTE4MDU.*_ga_GLJSQEPWL4*czE3ODI5NTE4MDUkbzEkZzEkdDE3ODI5NTE4NzUkajYwJGwwJGgw"";""redirectUrl"":""https://www.hagerty.com/apps/manifold/Direct%20Quote/Location/Location/PostalCode?aff=explink&ipds=999930123&_gl=1*1gkwtqk*_gcl_au*MzkyNDA4MzkxLjE3ODI5NTE4MDU.*_ga*NTk5MTAwMzcwLjE3ODI5NTE4MDU.*_ga_GLJSQEPWL4*czE3ODI5NTE4MDUkbzEkZzEkdDE3ODI5NTE4NzUkajYwJGwwJGgw"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":false;""buttonFoundBy"":""unknown"";""dropdownType"":""banner""}",2026-07-02T00:25:38.064Z
https://www.nationwide.com/personal/insurance/vehicle/,Banner Quote,RV insurance,PASS,https://www.nationwide.com/personal/insurance/vehicle/,,"{""optionValue"":""RVQuoteForm"";""requiresZip"":false;""zipCode"":null;""outcome"":""no-action"";""finalUrl"":""https://www.nationwide.com/personal/insurance/vehicle/"";""redirectUrl"":""https://www.nationwide.com/personal/insurance/vehicle/"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""phone-number-only"";""dropdownType"":""banner""}",2026-07-02T00:25:57.819Z
https://www.nationwide.com/personal/insurance/vehicle/,Banner Quote,Auto & home bundle,PASS,"https://getaquote.nationwide.com/quote/you/choose-products?products=auto,homeowners&state=OH&zipCode=43215&utm_source=direct",same-window,"{""optionValue"":""AutoAndHomeQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto;homeowners&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto;homeowners&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""{\""role\"":\""button\"";\""options\"":{\""name\"":\""Start your quote\""}}"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":false;""message"":""No error message; no navigation; and no popup occurred""}]}",2026-07-02T00:27:01.424Z
https://www.nationwide.com/,Banner Check,banner-level2-component-link-content,PASS,,,"{""present"":true;""status"":""present""}",2026-07-02T00:27:32.759Z
https://www.nationwide.com/,Local Agent,ZIP validation,PASS,,,"{""status"":""spa"";""url"":""https://agency.nationwide.com/search?type=location&q=43215&_gl=1*19sy8ax*_gcl_au*MTQzMTA5MjI0Ni4xNzgyOTUyMDI2*_ga*Njg5MTYyODUyLjE3ODI5NTIwMjY.*_ga_GLJSQEPWL4*czE3ODI5NTIwMjYkbzEkZzEkdDE3ODI5NTIwNTckajI5JGwwJGgw"";""message"":""SPA navigation to agency page""}",2026-07-02T00:27:41.639Z
https://www.nationwide.com/,Banner Quote,Auto & home bundle,PASS,"https://getaquote.nationwide.com/quote/you/choose-products?products=auto,homeowners&state=OH&zipCode=43215&utm_source=direct",same-window,"{""optionValue"":""personalAutoHomeBundle"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto;homeowners&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto;homeowners&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""input[type=\""submit\""]"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":true;""message"":""Enter your 5 or 9 digit ZIP Code"";""errorType"":""missing-zip""}]}",2026-07-02T00:29:26.350Z
https://www.nationwide.com/,Banner Quote,Business,PASS,https://www.nationwide.com/cp/biz-quote.html,new-window,"{""optionValue"":""Business"";""requiresZip"":false;""zipCode"":null;""outcome"":""popup"";""finalUrl"":""https://www.nationwide.com/cp/biz-quote.html"";""redirectUrl"":""https://www.nationwide.com/cp/biz-quote.html"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":false;""buttonFoundBy"":""unknown"";""dropdownType"":""banner""}",2026-07-02T00:31:25.241Z
https://www.nationwide.com/,Banner Quote,Life,PASS,https://lifeessentials.nationwide.com/,new-window,"{""optionValue"":""Life"";""requiresZip"":false;""zipCode"":null;""outcome"":""popup"";""finalUrl"":""https://lifeessentials.nationwide.com/"";""redirectUrl"":""https://lifeessentials.nationwide.com/"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":false;""buttonFoundBy"":""unknown"";""dropdownType"":""banner""}",2026-07-02T00:33:21.500Z
https://www.nationwide.com/,Banner Quote,Pet,PASS,https://qec3.petinsurance.com/quote1?OM=CI0438,new-window,"{""optionValue"":""Pet"";""requiresZip"":false;""zipCode"":null;""outcome"":""popup"";""finalUrl"":""https://qec3.petinsurance.com/quote1?OM=CI0438"";""redirectUrl"":""https://qec3.petinsurance.com/quote1?OM=CI0438"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":false;""buttonFoundBy"":""unknown"";""dropdownType"":""banner""}",2026-07-02T00:35:17.785Z
https://www.nationwide.com/,Banner Quote,Auto,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=auto&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""personalAuto"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""input[type=\""submit\""]"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":true;""message"":""Enter your 5 or 9 digit ZIP Code"";""errorType"":""missing-zip""}]}",2026-07-02T00:37:01.141Z
https://www.nationwide.com/,Banner Quote,Homeowners,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""homeowners"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""input[type=\""submit\""]"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":true;""message"":""Enter your 5 or 9 digit ZIP Code"";""errorType"":""missing-zip""}]}",2026-07-02T00:38:47.762Z
https://www.nationwide.com/,Banner Quote,Renters,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct,same-window,"{""optionValue"":""tenant"";""requiresZip"":true;""zipCode"":""54213"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""input[type=\""submit\""]"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":true;""message"":""Enter your 5 or 9 digit ZIP Code"";""errorType"":""missing-zip""}]}",2026-07-02T00:40:33.626Z
https://www.nationwide.com/,Banner Quote,See all insurance,PASS,https://www.nationwide.com/personal/insurance/,new-window,"{""optionValue"":""All"";""requiresZip"":false;""zipCode"":null;""outcome"":""popup"";""finalUrl"":""https://www.nationwide.com/personal/insurance/"";""redirectUrl"":""https://www.nationwide.com/personal/insurance/"";""bannerPresent"":false;""isSeeAllInsurance"":true;""navigationSuccess"":false;""buttonFoundBy"":""input[type=\""submit\""]"";""dropdownType"":""banner""}",2026-07-02T00:42:32.535Z
https://www.nationwide.com/,Promo Quote,Pay a personal bill,PASS,https://myservicing.nationwide.com/#/personal/quickpay/search,same-window,"{""optionValue"":""https://myservicing.nationwide.com/#/personal/quickpay/search"";""requiresZip"":false;""zipCode"":null;""outcome"":""same-tab"";""finalUrl"":""https://myservicing.nationwide.com/#/personal/quickpay/search"";""redirectUrl"":""https://myservicing.nationwide.com/#/personal/quickpay/search"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""direct-url-navigation"";""dropdownType"":""custom-tri-promo""}",2026-07-02T00:45:51.217Z
https://www.nationwide.com/,Promo Quote,Pay a business bill,PASS,https://commercialservicing.nationwide.com/commercial/#/quickPay/search,same-window,"{""optionValue"":""https://commercialservicing.nationwide.com/commercial/#/quickPay/search"";""requiresZip"":false;""zipCode"":null;""outcome"":""same-tab"";""finalUrl"":""https://commercialservicing.nationwide.com/commercial/#/quickPay/search"";""redirectUrl"":""https://commercialservicing.nationwide.com/commercial/#/quickPay/search"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""direct-url-navigation"";""dropdownType"":""custom-tri-promo""}",2026-07-02T00:49:13.196Z
https://www.nationwide.com/,Promo Quote,Get auto ID card,PASS,https://policyservicing.nationwide.com/#/qid/search,same-window,"{""optionValue"":""https://policyservicing.nationwide.com/#/qid/search"";""requiresZip"":false;""zipCode"":null;""outcome"":""same-tab"";""finalUrl"":""https://policyservicing.nationwide.com/#/qid/search"";""redirectUrl"":""https://policyservicing.nationwide.com/#/qid/search"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""direct-url-navigation"";""dropdownType"":""custom-tri-promo""}",2026-07-02T00:52:34.820Z
https://www.nationwide.com/,Promo Quote,File a claim,PASS,https://www.nationwide.com/insurance-claims/,same-window,"{""optionValue"":""https://www.nationwide.com/insurance-claims/"";""requiresZip"":false;""zipCode"":null;""outcome"":""same-tab"";""finalUrl"":""https://www.nationwide.com/insurance-claims/"";""redirectUrl"":""https://www.nationwide.com/insurance-claims/"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""direct-url-navigation"";""dropdownType"":""custom-tri-promo""}",2026-07-02T00:55:56.417Z
https://www.nationwide.com/,Promo Quote,Track a claim,PASS,https://claimsservicing.nationwide.com/claims/express-login,same-window,"{""optionValue"":""https://claimsselfservice.nationwide.com/claims/index.html#/express-login"";""requiresZip"":false;""zipCode"":null;""outcome"":""same-tab"";""finalUrl"":""https://claimsservicing.nationwide.com/claims/express-login"";""redirectUrl"":""https://claimsservicing.nationwide.com/claims/express-login"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""direct-url-navigation"";""dropdownType"":""custom-tri-promo""}",2026-07-02T00:59:17.956Z
https://www.nationwide.com/,Promo Quote,Access your retirement plan,PASS,https://login.nationwide.com/access/web/login.htm,same-window,"{""optionValue"":""https://login.nationwide.com/access/web/login.htm"";""requiresZip"":false;""zipCode"":null;""outcome"":""same-tab"";""finalUrl"":""https://login.nationwide.com/access/web/login.htm"";""redirectUrl"":""https://login.nationwide.com/access/web/login.htm"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""direct-url-navigation"";""dropdownType"":""custom-tri-promo""}",2026-07-02T01:02:41.522Z
https://www.nationwide.com/personal/insurance/auto/,Banner Check,banner-level2-component-link-content,PASS,,,"{""present"":true;""status"":""present""}",2026-07-02T01:03:10.406Z
https://www.nationwide.com/personal/insurance/auto/,Banner Quote,Auto insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=auto&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""AutoQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""input[type=\""submit\""]"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":false;""message"":""No error message; no navigation; and no popup occurred""}]}",2026-07-02T01:03:53.301Z
https://www.nationwide.com/personal/insurance/auto/,Banner Quote,Classic car insurance,PASS,https://www.hagerty.com/apps/manifold/Direct%20Quote/Location/Location/PostalCode?aff=explink&ipds=999930123&_gl=1*bcncop*_gcl_au*Mjc3MjQwNDc4LjE3ODI5NTQxNjQ.*_ga*MTI0MzQ3ODI0LjE3ODI5NTQxNjQ.*_ga_GLJSQEPWL4*czE3ODI5NTQxNjQkbzEkZzEkdDE3ODI5NTQyMzUkajU5JGwwJGgw,new-window,"{""optionValue"":""ClassicCarQuoteForm"";""requiresZip"":false;""zipCode"":null;""outcome"":""popup"";""finalUrl"":""https://www.hagerty.com/apps/manifold/Direct%20Quote/Location/Location/PostalCode?aff=explink&ipds=999930123&_gl=1*bcncop*_gcl_au*Mjc3MjQwNDc4LjE3ODI5NTQxNjQ.*_ga*MTI0MzQ3ODI0LjE3ODI5NTQxNjQ.*_ga_GLJSQEPWL4*czE3ODI5NTQxNjQkbzEkZzEkdDE3ODI5NTQyMzUkajU5JGwwJGgw"";""redirectUrl"":""https://www.hagerty.com/apps/manifold/Direct%20Quote/Location/Location/PostalCode?aff=explink&ipds=999930123&_gl=1*bcncop*_gcl_au*Mjc3MjQwNDc4LjE3ODI5NTQxNjQ.*_ga*MTI0MzQ3ODI0LjE3ODI5NTQxNjQ.*_ga_GLJSQEPWL4*czE3ODI5NTQxNjQkbzEkZzEkdDE3ODI5NTQyMzUkajU5JGwwJGgw"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":false;""buttonFoundBy"":""unknown"";""dropdownType"":""banner""}",2026-07-02T01:05:04.142Z
https://www.nationwide.com/personal/insurance/auto/,Banner Quote,RV insurance,PASS,https://www.nationwide.com/personal/insurance/auto/,,"{""optionValue"":""RVQuoteForm"";""requiresZip"":false;""zipCode"":null;""outcome"":""no-action"";""finalUrl"":""https://www.nationwide.com/personal/insurance/auto/"";""redirectUrl"":""https://www.nationwide.com/personal/insurance/auto/"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""phone-number-only"";""dropdownType"":""banner""}",2026-07-02T01:05:23.946Z
https://www.nationwide.com/personal/insurance/auto/,Banner Quote,Auto & home bundle,PASS,"https://getaquote.nationwide.com/quote/you/choose-products?products=auto,homeowners&state=OH&zipCode=43215&utm_source=direct",same-window,"{""optionValue"":""AutoAndHomeQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto;homeowners&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=auto;homeowners&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""{\""role\"":\""button\"";\""options\"":{\""name\"":\""Start your quote\""}}"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":false;""message"":""No error message; no navigation; and no popup occurred""}]}",2026-07-02T01:06:27.693Z
https://www.nationwide.com/personal/insurance/motorcycle/,Banner Check,banner-level2-component-link-content,PASS,,,"{""present"":false;""status"":""not-applicable""}",2026-07-02T01:06:58.212Z
https://www.nationwide.com/personal/insurance/snowmobile/,Banner Check,banner-level2-component-link-content,PASS,,,"{""present"":false;""status"":""not-applicable""}",2026-07-02T01:07:27.860Z
https://www.nationwide.com/personal/insurance/homeowners/,Banner Check,banner-level2-component-link-content,PASS,,,"{""present"":true;""status"":""present""}",2026-07-02T01:07:57.457Z
https://www.nationwide.com/personal/insurance/homeowners/,Banner Quote,Homeowners insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""HomeownersQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""input[type=\""submit\""]"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":false;""message"":""No error message; no navigation; and no popup occurred""}]}",2026-07-02T01:08:40.084Z
https://www.nationwide.com/personal/insurance/homeowners/,Banner Quote,Condo insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""CondoQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""{\""role\"":\""button\"";\""options\"":{\""name\"":\""Start your quote\""}}"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":false;""message"":""No error message; no navigation; and no popup occurred""}]}",2026-07-02T01:09:46.612Z
https://www.nationwide.com/personal/insurance/homeowners/,Banner Quote,Renters insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct,same-window,"{""optionValue"":""RentersQuoteForm"";""requiresZip"":true;""zipCode"":""54213"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""{\""role\"":\""button\"";\""options\"":{\""name\"":\""Start your quote\""}}"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":false;""message"":""No error message; no navigation; and no popup occurred""}]}",2026-07-02T01:10:52.702Z
https://www.nationwide.com/personal/insurance/renters/,Banner Check,banner-level2-component-link-content,PASS,,,"{""present"":true;""status"":""present""}",2026-07-02T01:11:23.946Z
